,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,Flats_per_floor,Street
172,"пр-кт ленинский, 76 корпус 1 литер а",2010,944,12,20,50730.0,59.860184,30.187939,3.9333333333333336,пр-кт ленинский
173,"ул. малая пушкарская, 22-24 литер а",1903,19,1,5,875.89,59.959435,30.306445,3.8,ул. малая пушкарская
174,"басков пер., 41/29 литер а",1906,24,4,8,3369.3,59.939203,30.364422,0.75,басков пер.
175,"ул. моисеенко, 16 литер а",1877,16,1,4,1050.0,59.937991,30.38379,4.0,ул. моисеенко
176,"ул. 5-я красноармейская, 8 литер а",1905,16,3,6,1600.74,59.912995,30.31585,0.8888888888888888,ул. 5-я красноармейская
177,"ул. конная, 3/4 литер к",1903,25,1,6,1101.85,59.928929,30.374106,4.166666666666667,ул. конная
178,"ул. пионерстроя, 14 корпус 2 литер а",1971,100,5,5,4424.0,59.83862,30.131399,4.0,ул. пионерстроя
179,"ул. тракторная, 10 литер а",1926,11,2,3,808.9,59.899103,30.280906,1.8333333333333333,ул. тракторная
180,"ул. малая посадская, 6 литер а",1909,37,6,7,3689.35,59.958025,30.320791,0.880952380952381,ул. малая посадская
181,"ул. херсонская, 6/13 литер а",1879,79,8,4,5549.1,59.929177,30.37928,2.46875,ул. херсонская
182,"пр-кт стачек, 79 литер а",1954,138,3,10,9817.43,59.86546,30.259571,4.6,пр-кт стачек
183,"ул. ленсовета, 10 литер а",1958,316,13,7,20870.0,59.858968,30.32999,3.472527472527472,ул. ленсовета
184,"пр-кт культуры, 25 корпус 4 литер а",1999,398,5,17,22060.4,60.04729,30.380017,4.68235294117647,пр-кт культуры
185,"саперный пер., 13 литер а",1880,38,4,6,4317.0,59.940803,30.359302,1.5833333333333333,саперный пер.
186,"ул. гастелло, 9 литер а",1957,69,3,7,4633.5,59.85731,30.323576,3.2857142857142856,ул. гастелло
187,"пр-кт дальневосточный, 56 литер а",1962,90,6,5,4133.2,59.885322,30.467531,3.0,пр-кт дальневосточный
188,"пр-кт ветеранов, 171 корпус 4 строение 1",2017,1210,7,13,39219.2,59.83975,30.111825,13.296703296703296,пр-кт ветеранов
189,"пр-кт маршака, 24 корпус 1 строение 1",2016,252,2,20,10643.5,60.027004,30.453068,6.3,пр-кт маршака
190,"пр-кт приморский, 45 литер а",1952,24,3,4,1728.5,59.983482,30.280097,2.0,пр-кт приморский
191,"пр-кт новоизмайловский, 4 литер а",1960,304,6,9,13663.0,59.873586,30.306948,5.62962962962963,пр-кт новоизмайловский
192,"ул. ломоносова, 20 литер а",1873,64,6,5,7949.92,59.927238,30.340105,2.1333333333333333,ул. ломоносова
193,"ул. пионерстроя, 21 корпус 3 литер а",1973,90,1,16,3699.0,59.840094,30.125991,5.625,ул. пионерстроя
194,"3-й рабфаковский пер., 5 корпус 1 литер а",1971,32,2,9,661.7,59.852294,30.466489,1.7777777777777777,3-й рабфаковский пер.
195,"пр-кт ветеранов, 107 литер а",1968,50,5,5,2432.68,59.834189,30.200623,2.0,пр-кт ветеранов
196,"ул. торжковская, 14 литер а",1963,60,3,5,2571.45,59.990345,30.311817,4.0,ул. торжковская
197,"пр-кт динамо, 26 литер а",1932,12,2,3,697.78,59.968209,30.271653,2.0,пр-кт динамо
198,"пр-кт космонавтов, 48 корпус 4 литер а",1964,139,7,5,5051.4,59.850409,30.357891,3.971428571428572,пр-кт космонавтов
199,"ул. учительская, 18 корпус 3 литер а",2009,255,3,18,16638.0,60.032915,30.405718,4.722222222222222,ул. учительская
200,"пр-кт тореза, 98 корпус 3 литер а",1964,45,1,10,1973.1,60.018601,30.33096,4.5,пр-кт тореза
201,"ул. планерная, 47 корпус 4 литер а",2000,120,3,10,7638.9,60.017454,30.23193,4.0,ул. планерная
202,"ул. кавалергардская, 18 литер а",1901,24,3,5,1408.6,59.945157,30.38237,1.6,ул. кавалергардская
203,"пр-кт невский, 93 литер а",1861,39,8,6,3291.3,59.930237,30.365949,0.8125,пр-кт невский
204,"ул. почтамтская, 2/9 литер а",1872,37,7,3,993.7,59.932892,30.305412,1.761904761904762,ул. почтамтская
205,"пр-кт луначарского, 38 литер а",1980,143,4,10,5224.4,60.04716,30.322246,3.575,пр-кт луначарского
206,"11-я в.о. линия, 4 литер а",1917,21,4,5,2457.5,59.935998,30.279594,1.05,11-я в.о. линия
207,"ул. бассейная, 79 литер а",1963,118,6,5,5360.0,59.863545,30.345135,3.9333333333333336,ул. бассейная
208,"ул. подводника кузьмина, 54 литер а",1965,54,1,9,1924.1,59.841816,30.27044,6.0,ул. подводника кузьмина
209,"ул. савушкина, 24 литер а",1954,99,9,5,7112.1,59.98512,30.291425,2.2,ул. савушкина
210,"ул. стремянная, 16 литер а",1882,37,2,6,2810.31,59.930967,30.35269,3.083333333333333,ул. стремянная
211,"ул. стрельбищенская, 4 литер а",1964,90,6,5,4081.5,59.888726,30.358583,3.0,ул. стрельбищенская
212,"ул. беломорская, 38 литер а",1958,12,2,2,738.7,59.977467,30.516103,3.0,ул. беломорская
213,"1-я в.о. линия, 10 литер б",1917,6,1,3,279.8,59.939947,30.291443,2.0,1-я в.о. линия
214,"пр-кт металлистов, 75 литер а",1963,100,5,5,4546.3,59.971136,30.404101,4.0,пр-кт металлистов
215,"ул. орджоникидзе, 59 литер а",1972,97,1,14,4602.0,59.842779,30.361458,6.928571428571429,ул. орджоникидзе
216,"ул. антонова-овсеенко, 13 корпус 3 литер б",1969,134,9,5,6276.53,59.90718,30.468645,2.977777777777778,ул. антонова-овсеенко
217,"ул. белградская, 16 литер а",1969,336,7,10,16880.58,59.864923,30.3655,4.8,ул. белградская
218,"ул. манчестерская, 10 литер д",1969,84,1,12,2609.0,60.012579,30.333331,7.0,ул. манчестерская
219,"ул. рубинштейна, 26 литер а",1822,28,4,6,4475.72,59.929357,30.344605,1.1666666666666667,ул. рубинштейна
220,"ул. лизы чайкиной, 23 литер а",1903,35,3,5,2351.17,59.954755,30.304163,2.333333333333333,ул. лизы чайкиной
221,"пр-кт комендантский, 34 корпус 3 литер а",1989,143,4,9,7892.0,60.019914,30.241497,3.9722222222222223,пр-кт комендантский
222,"пр-кт большевиков, 8 корпус 1 литер а",1987,300,6,12,17184.7,59.914277,30.476756,4.166666666666667,пр-кт большевиков
223,"ул. тюшина, 18 литер а",1856,6,1,3,335.64,59.917096,30.347543,2.0,ул. тюшина
224,"ул. парашютная, 58 литер а",2015,1033,12,21,45501.7,60.037944,30.243087,4.099206349206349,ул. парашютная
225,"ул. крупской, 25 литер а",1955,24,3,4,1875.74,59.889634,30.42822,2.0,ул. крупской
226,"дор. муринская, 84 литер а",2015,561,7,18,29190.2,60.036987,30.44951,4.4523809523809526,дор. муринская
227,"пр-кт загородный, 8 литер а",1833,28,3,5,2601.6,59.926702,30.345899,1.8666666666666667,пр-кт загородный
228,"ул. запорожская, 19 литер г",1962,40,2,5,1619.2,59.85139,30.469345,4.0,ул. запорожская
229,"ул. софьи ковалевской, 14 корпус 4 литер а",1969,156,2,12,6510.5,60.016663,30.410551,6.5,ул. софьи ковалевской
230,"горелово, ул. коммунаров, 118 корпус 2 литер а",1991,118,3,11,6552.9,59.786804,30.149644,3.575757575757576,горелово
231,"ул. ткачей, 22 литер а",1960,60,3,5,2533.07,59.891891,30.432811,4.0,ул. ткачей
232,"ул. верейская, 42/8 литер а",1884,15,2,4,1100.8,59.913722,30.328669,1.875,ул. верейская
233,"ул. беринга, 16 литер а",1961,100,5,5,4161.24,59.939528,30.24332,4.0,ул. беринга
234,"5-я в.о. линия, 40 литер а",1858,16,3,3,1217.8,59.942836,30.280942,1.7777777777777777,5-я в.о. линия
235,"ул. краснопутиловская, 106 литер а",1973,79,4,5,3318.5,59.845523,30.317764,3.95,ул. краснопутиловская
236,"ул. танкиста хрустицкого, 58 литер а",1960,18,2,3,757.7,59.838069,30.251576,3.0,ул. танкиста хрустицкого
237,"ул. черкасова, 8 корпус 1 литер а",1975,215,6,9,11629.39,60.028182,30.423846,3.981481481481482,ул. черкасова
238,"ул. таврическая, 29 литер б",1845,16,1,4,1055.81,59.945617,30.379406,4.0,ул. таврическая
239,"ул. сердобольская, 11 литер а",1961,120,6,5,5052.9,59.992834,30.322093,4.0,ул. сердобольская
240,"пр-кт аптекарский, 8а литер а",1911,8,1,6,480.3,59.971384,30.319318,1.3333333333333333,пр-кт аптекарский
241,"ул. архивная, 11 корпус 2 строение 1",2019,228,1,24,11064.3,59.903544,30.450723,9.5,ул. архивная
242,"ул. коломенская, 7 литер а",1890,86,8,6,8530.65,59.925615,30.354541,1.7916666666666667,ул. коломенская
243,"климов пер., 7 литер а",1840,11,2,4,767.08,59.91756,30.294578,1.375,климов пер.
244,"ул. купчинская, 13 корпус 1 литер а",1973,260,7,10,13803.8,59.840605,30.384275,3.7142857142857135,ул. купчинская
245,"ул. яхтенная, 9 корпус 3 литер а",1992,83,1,16,4286.5,59.988955,30.220422,5.1875,ул. яхтенная
246,"ул. 3-я красноармейская, 4 литер а",1880,52,5,6,1843.81,59.914457,30.316443,1.7333333333333334,ул. 3-я красноармейская
247,"ул. курляндская, 23 литер б",1892,12,1,3,206.2,59.912386,30.280798,4.0,ул. курляндская
248,"ул. подвойского, 17 корпус 2 литер б",1974,261,7,9,8831.0,59.911498,30.473585,4.142857142857142,ул. подвойского
249,"реки мойки наб., 102 строение 1",2019,24,2,8,3671.5,59.927509,30.293105,1.5,реки мойки наб.
250,"пр-кт витебский, 51 корпус 3 литер а",1970,100,5,5,4229.9,59.848461,30.3587,4.0,пр-кт витебский
251,"21-я в.о. линия, 16 корпус 4 литер г",1932,45,5,5,2670.0,59.936242,30.261206,1.8,21-я в.о. линия
252,"ул. танкиста хрустицкого, 28 литер а",1959,18,2,3,760.3,59.839755,30.25083,3.0,ул. танкиста хрустицкого
253,"пр-кт пархоменко, 5 литер а",1977,515,3,16,10193.7,59.999674,30.333493,10.729166666666666,пр-кт пархоменко
254,"шишмаревский пер., 12/2 литер а",1951,16,1,2,887.2,59.985966,30.284328,8.0,шишмаревский пер.
255,"пр-кт славы, 30 корпус 3 литер а",1965,90,6,5,4006.9,59.860062,30.384877,3.0,пр-кт славы
256,"ул. академика павлова, 6 корпус 6 строение 1",2017,101,1,15,5964.1,59.975648,30.315904,6.733333333333333,ул. академика павлова
257,"пр-кт богатырский, 25 корпус 4 литер а",1992,169,4,10,9011.4,60.003057,30.252878,4.225,пр-кт богатырский
258,"ул. лахтинская, 22 литер а",1913,34,2,7,2450.39,59.963007,30.299079,2.4285714285714284,ул. лахтинская
259,"ш. московское, 256 корпус 8 строение 1",2021,144,4,10,5788.7,59.756913,30.462868,3.6,ш. московское
260,"ул. исполкомская, 5 литер а",1910,49,4,7,4663.71,59.926886,30.380098,1.75,ул. исполкомская
261,"пр-кт московский, 172 литер а",1953,148,6,7,9588.61,59.877398,30.320953,3.523809523809524,пр-кт московский
262,"ул. турку, 28 корпус 1 литер а",1966,100,5,5,4492.08,59.868062,30.40499,4.0,ул. турку
263,"ул. шепетовская, 1 литер а",1985,36,1,9,1702.6,59.946793,30.414979,4.0,ул. шепетовская
264,"ул. 5-я красноармейская, 16 литер а",1880,8,1,4,558.3,59.912977,30.313757,2.0,ул. 5-я красноармейская
265,"пр-кт витебский, 85 корпус 3 литер а",2009,225,2,16,12596.0,59.838091,30.369039,7.03125,пр-кт витебский
266,"ш. пулковское, 13 корпус 5 литер а",1978,119,2,12,6749.79,59.832634,30.315248,4.958333333333333,ш. пулковское
267,"ул. турку, 22 корпус 5 литер а",1966,100,5,5,4511.4,59.870872,30.400705,4.0,ул. турку
268,"пр-кт маршала блюхера, 54 литер а",1964,224,8,7,10199.5,59.974932,30.434428,4.0,пр-кт маршала блюхера
269,"пр-кт шаумяна, 63 литер а",1960,80,4,5,3548.5,59.925277,30.422471,4.0,пр-кт шаумяна
270,"ул. замшина, 39 корпус 1 литер а",1964,100,5,5,4553.26,59.984386,30.411566,4.0,ул. замшина
271,"пр-кт ветеранов, 42 литер а",1966,70,7,5,3185.2,59.840659,30.244515,2.0,пр-кт ветеранов
272,"ул. гатчинская, 22 литер а",1911,43,7,6,4345.88,59.962341,30.298378,1.023809523809524,ул. гатчинская
273,"ул. боровая, 42 литер а",1875,19,2,4,1769.01,59.915224,30.345063,2.375,ул. боровая
274,"реки фонтанки наб., 179 литер а",1912,46,6,7,3040.89,59.916509,30.289574,1.0952380952380951,реки фонтанки наб.
275,"ул. добровольцев, 26 литер а",1970,139,7,5,5427.0,59.836934,30.16646,3.971428571428572,ул. добровольцев
276,"ул. зверинская, 36 литер а",1909,70,7,6,5090.18,59.952732,30.30216,1.6666666666666667,ул. зверинская
277,"ул. беговая, 1 корпус 1 литер а",1991,367,10,10,19913.2,59.985237,30.204711,3.67,ул. беговая
278,"пр-кт кондратьевский, 39 литер а",1961,100,7,5,6197.78,59.971695,30.388173,2.857142857142857,пр-кт кондратьевский
279,"ул. казначейская, 13 литер б",1798,15,2,4,1032.9,59.926729,30.31037,1.875,ул. казначейская
280,"ул. купчинская, 8 корпус 1 литер а",1975,752,20,10,36643.31,59.840542,30.385649,3.76,ул. купчинская
281,"ул. боровая, 12 литер а",1867,7,1,3,819.04,59.921317,30.348288,2.333333333333333,ул. боровая
282,"ул. бабушкина, 95 корпус 3 литер э",1960,60,4,5,2753.4,59.869585,30.447103,3.0,ул. бабушкина
283,"ул. маршала захарова, 30 корпус 1 литер б",1988,82,1,14,4155.9,59.854562,30.191981,5.857142857142857,ул. маршала захарова
284,"пр-кт владимирский, 8 литер б",1886,15,1,4,804.5,59.930764,30.349645,3.75,пр-кт владимирский
285,"ул. народная, 94 литер и",1962,90,6,5,4144.76,59.885589,30.484904,3.0,ул. народная
286,"ул. 4-я советская, 18/9 литер а",1859,54,5,5,3774.8,59.933528,30.370108,2.16,ул. 4-я советская
287,"реки фонтанки наб., 38 литер д",1847,5,1,4,485.0,59.934051,30.345881,1.25,реки фонтанки наб.
288,"ул. ремесленная, 5 литер а",1914,9,2,7,2110.41,59.95998,30.269228,0.6428571428571429,ул. ремесленная
289,"актерский проезд, 6 литер а",2014,342,2,27,24048.7,60.043696,30.370863,6.333333333333333,актерский проезд
290,"пр-кт гражданский, 122 корпус 6 литер а",2003,79,2,9,4889.7,60.037984,30.420441,4.388888888888889,пр-кт гражданский
291,"ш. революции, 51 литер а",1958,10,4,3,851.65,59.960269,30.449771,0.8333333333333334,ш. революции
292,"обводного канала наб., 132 литер а",1904,245,4,6,6907.71,59.908529,30.291488,10.208333333333334,обводного канала наб.
293,"канала грибоедова наб., 15 литер а",1798,32,5,4,2968.7,59.936697,30.326414,1.6,канала грибоедова наб.
294,"ул. косинова, 14 корпус 2 литер а",1929,60,6,5,3938.48,59.896192,30.273791,2.0,ул. косинова
295,"ул. тельмана, 43 корпус 4 литер а",1986,214,6,9,11900.36,59.888952,30.485075,3.962962962962963,ул. тельмана
296,"ул. тамбовская, 13 литер а",1901,42,5,6,3165.92,59.913041,30.353759,1.4,ул. тамбовская
297,"ул. маршала захарова, 60 литер а",1985,808,10,16,43895.5,59.850436,30.21187,5.05,ул. маршала захарова
298,"ул. ординарная, 10 литер а",1905,10,3,6,1292.6,59.9653,30.307586,0.5555555555555556,ул. ординарная
299,"ул. боровая, 88 литер а",1903,13,1,6,1549.53,59.910681,30.340949,2.1666666666666665,ул. боровая
300,"ш. петергофское, 13 корпус 2 литер а",1981,143,3,12,7319.5,59.848321,30.190023,3.972222222222222,ш. петергофское
301,"пр-кт пискаревский, 37 литер а",1969,156,1,12,6588.7,59.977832,30.420675,13.0,пр-кт пискаревский
302,"ул. дибуновская, 69 литер а",1961,80,4,5,3434.6,59.985386,30.257594,4.0,ул. дибуновская
303,"тер. большая каменка, 2а литер а",1968,2,1,1,78.6,60.045066,30.174887,2.0,тер. большая каменка
304,"поликарпова аллея, 5 литер а",1976,680,19,9,33953.0,60.008878,30.289485,3.976608187134503,поликарпова аллея
305,"морская наб., 29 литер а",1999,114,3,15,8613.9,59.958453,30.21558,2.533333333333333,морская наб.
306,"пр-кт стачек, 8а литер а",1954,9,3,4,3005.64,59.899166,30.276881,0.75,пр-кт стачек
307,"пр-кт шаумяна, 47 литер а",1961,80,4,5,3558.64,59.928257,30.417135,4.0,пр-кт шаумяна
308,"ул. пионерская, 48 литер а",1901,13,1,4,574.06,59.963881,30.274716,3.25,ул. пионерская
309,"ул. бухарестская, 31 корпус 4 литер а",1967,118,6,5,5400.15,59.865343,30.381553,3.9333333333333336,ул. бухарестская
310,"пр-кт большой п.с., 16/1 литер а",1901,27,5,5,3888.72,59.954912,30.29403,1.08,пр-кт большой п.с.
311,"ул. будапештская, 38 корпус 7 литер а",1966,90,9,5,6019.38,59.860988,30.383017,2.0,ул. будапештская
312,"ул. малая подьяческая, 6 литер б",1883,12,1,6,901.2,59.926179,30.302645,2.0,ул. малая подьяческая
313,"ул. верности, 40 литер а",1966,134,9,5,5996.99,60.001505,30.425894,2.977777777777778,ул. верности
314,"пр-кт лиговский, 76 литер б",1882,6,1,4,612.03,59.921737,30.356041,1.5,пр-кт лиговский
315,"пр-кт индустриальный, 36 литер а",1981,359,5,12,18325.4,59.952466,30.46895,5.983333333333333,пр-кт индустриальный
316,"ул. васенко, 5/15 литер а",1961,80,4,5,3453.75,59.970006,30.392108,4.0,ул. васенко
317,"ул. верейская, 26 литер а",1869,15,1,5,962.1,59.915292,30.327034,3.0,ул. верейская
318,"ул. краснопутиловская, 14/12 литер а",1957,96,7,5,6701.34,59.872593,30.265733,2.742857142857143,ул. краснопутиловская
319,"пр-кт комендантский, 28 корпус 1 литер а",1993,254,2,17,13579.6,60.014005,30.250516,7.470588235294118,пр-кт комендантский
320,"пр-кт шлиссельбургский, 45 литер а",1986,336,4,14,16828.81,59.832294,30.515016,6.0,пр-кт шлиссельбургский
321,"пр-кт шаумяна, 77 литер а",1960,80,4,5,3569.93,59.923126,30.423684,4.0,пр-кт шаумяна
322,"ул. казанская, 58 литер а",2006,39,2,8,3788.6,59.9275,30.306615,2.4375,ул. казанская
323,"ул. мира, 1/9 литер а",1898,32,2,5,2364.0,59.958953,30.313191,3.2,ул. мира
324,"пр-кт сизова, 14 литер а",1993,176,3,12,10940.7,60.005711,30.271725,4.888888888888888,пр-кт сизова
325,"пр-кт славы, 30 корпус 5 литер а",1965,90,6,5,4010.0,59.860179,30.386305,3.0,пр-кт славы
326,"пр-кт энгельса, 14 литер б",1947,7,4,2,457.7,60.000839,30.328049,0.875,пр-кт энгельса
327,"ул. архивная, 7 строение 1",2019,598,3,24,29307.6,59.902298,30.44616,8.305555555555555,ул. архивная
328,"ул. рубинштейна, 26 литер б",1822,11,1,5,1402.09,59.92915,30.345486,2.2,ул. рубинштейна
329,"ш. рябовское, 123 корпус 2 литер а",1992,60,3,5,2948.7,59.985939,30.522867,4.0,ш. рябовское
330,"ул. межозерная, 9 литер а",2008,18,6,3,2723.3,60.046625,30.303615,1.0,ул. межозерная
331,"пр-кт большой п.с., 63 литер б",1897,19,2,5,1298.84,59.963426,30.309409,1.9,пр-кт большой п.с.
332,"пр-кт константиновский, 3 литер а",1916,10,1,3,750.9,59.971821,30.274465,3.333333333333333,пр-кт константиновский
333,"ул. наличная, 37 корпус 4 литер г",1970,80,4,5,3476.15,59.942142,30.236331,4.0,ул. наличная
334,"15-я в.о. линия, 62 литер а",1912,56,4,6,3783.9,59.943174,30.264493,2.333333333333333,15-я в.о. линия
335,"ул. челябинская, 55 литер а",1960,48,3,4,2039.9,59.984746,30.502556,4.0,ул. челябинская
336,"ш. выборгское, 17 корпус 4 литер а",2008,197,1,23,10237.1,60.054981,30.311323,8.565217391304348,ш. выборгское
337,"пр-кт энтузиастов, 18 корпус 1 литер а",1979,492,13,9,24894.0,59.945621,30.465851,4.205128205128205,пр-кт энтузиастов
338,"пр-кт кондратьевский, 66 корпус 1 литер а",2006,179,1,17,9775.8,59.98205,30.3958,10.529411764705882,пр-кт кондратьевский
339,"ул. седова, 38 литер в",1954,32,4,4,2408.96,59.89069,30.419201,2.0,ул. седова
340,"пр-кт большой п.с., 13/4 литер а",1901,31,7,5,4265.92,59.955291,30.295485,0.8857142857142858,пр-кт большой п.с.
341,"ул. 4-я красноармейская, 13 литер а",1852,6,2,4,589.4,59.914001,30.31241,0.75,ул. 4-я красноармейская
342,"12-я в.о. линия, 35 литер а",1917,75,5,5,5465.6,59.942196,30.269991,3.0,12-я в.о. линия
343,"ул. бабушкина, 89 корпус 3 литер у",1961,80,4,5,3505.21,59.870267,30.446816,4.0,ул. бабушкина
344,"ул. социалистическая, 6 литер а",1873,60,6,4,4414.9,59.923946,30.340742,2.5,ул. социалистическая
345,"ул. ленсовета, 13 литер а",1962,40,2,5,1863.0,59.854517,30.329154,4.0,ул. ленсовета
346,"ул. задворная, 8 литер а",1950,8,1,3,457.1,59.897564,30.359526,2.6666666666666665,ул. задворная
347,"пр-кт гражданский, 123 корпус 1 литер а",1971,251,7,9,12805.5,60.037081,30.423729,3.984126984126984,пр-кт гражданский
348,"ул. котина, 6 корпус 1 литер а",1991,177,3,12,10954.9,59.857274,30.210828,4.916666666666667,ул. котина
349,"пр-кт средний в.о., 51 литер в",1953,1281,2,6,1281.0,59.941349,30.271707,106.75,пр-кт средний в.о.
350,"пр-кт средний в.о., 75 литер а",1917,14,2,3,891.1,59.939068,30.263424,2.333333333333333,пр-кт средний в.о.
351,"пр-кт малоохтинский, 86а корпус 2 литер а",1954,51,4,5,3426.5,59.939032,30.406454,2.55,пр-кт малоохтинский
352,"ул. стремянная, 5 литер а",1916,15,1,4,1371.8,59.930994,30.349932,3.75,ул. стремянная
353,"пр-кт энгельса, 43 литер в",1951,26,3,4,2008.9,60.013213,30.324195,2.1666666666666665,пр-кт энгельса
354,"пр-кт новочеркасский, 27 корпус 2 литер а",1962,80,4,5,3473.4,59.93493,30.405071,4.0,пр-кт новочеркасский
355,"пр-кт кондратьевский, 41 корпус 1 литер а",1972,18,1,5,773.59,59.972001,30.38847,3.6,пр-кт кондратьевский
356,"ул. авангардная, 51 литер а",1972,39,2,5,2529.7,59.826149,30.18378,3.9,ул. авангардная
357,"пр-кт гражданский, 107 корпус 2 литер а",1970,90,6,5,4330.08,60.027283,30.415357,3.0,пр-кт гражданский
358,"ул. кубинская, 70 корпус 3 литер а",1968,71,7,5,3127.28,59.850586,30.294434,2.0285714285714285,ул. кубинская
359,"ул. петра смородина, 18 литер а",1968,134,9,5,6250.0,59.958724,30.443501,2.977777777777778,ул. петра смородина
360,"пр-кт невский, 182 литер а",1890,30,5,6,1695.7,59.924596,30.383421,1.0,пр-кт невский
361,"ул. аэродромная, 7 корпус 3 литер а",1976,28,1,16,5658.57,59.998256,30.293096,1.75,ул. аэродромная
362,"ул. подольская, 19 литер а",1899,20,3,5,1645.2,59.915855,30.324034,1.3333333333333337,ул. подольская
363,"ул. шевченко, 33 литер а",1960,40,2,5,1601.8,59.939582,30.240931,4.0,ул. шевченко
364,"ул. наличная, 11 литер а",1954,38,3,7,2266.79,59.931972,30.236861,1.809523809523809,ул. наличная
365,"ул. большая зеленина, 21 литер б",1902,10,1,5,556.3,59.963165,30.2905,2.0,ул. большая зеленина
366,"9-я в.о. линия, 26 литер а",1900,30,4,4,1945.91,59.940222,30.277456,1.875,9-я в.о. линия
367,"ул. типанова, 4 литер а",1958,97,5,7,7407.0,59.850676,30.326576,2.771428571428572,ул. типанова
368,"ул. антонова-овсеенко, 1 корпус 2 литер а",1979,235,2,15,5687.12,59.904812,30.458026,7.833333333333333,ул. антонова-овсеенко
369,"пр-кт волковский, 18 литер а",1950,7,1,3,381.6,59.898715,30.359652,2.333333333333333,пр-кт волковский
370,"пр-кт большеохтинский, 25/5 литер а",1897,30,3,4,2172.39,59.953317,30.410721,2.5,пр-кт большеохтинский
371,"пр-кт малый п.с., 20 литер а",1910,21,4,5,1665.41,59.955701,30.292386,1.05,пр-кт малый п.с.
372,"пр-кт средний в.о., 19 литер а",1917,32,6,4,2436.2,59.944337,30.282011,1.3333333333333333,пр-кт средний в.о.
373,"ул. трефолева, 22/25 литер а",1968,156,5,6,7548.75,59.890681,30.26974,5.2,ул. трефолева
374,"пр-кт художников, 19 корпус 1 литер а",1974,208,4,9,9581.1,60.041179,30.350301,5.777777777777778,пр-кт художников
375,"ул. крупской, 49 литер а",1961,60,3,5,2538.33,59.887878,30.418761,4.0,ул. крупской
376,"ул. марата, 35 литер а",1864,37,3,6,3441.35,59.925768,30.351558,2.055555555555556,ул. марата
377,"пр-кт энгельса, 109 корпус 3 литер а",1980,59,1,12,3264.5,60.032492,30.323674,4.916666666666667,пр-кт энгельса
378,"ул. подольская, 26 литер б",1900,6,1,5,208.0,59.914904,30.326127,1.2,ул. подольская
379,"ул. камышинская, 2 литер а",1957,8,2,2,439.2,59.971317,30.512958,2.0,ул. камышинская
380,"пр-кт науки, 5 литер а",1964,80,4,5,2333.0,60.016208,30.3723,4.0,пр-кт науки
381,"ш. петергофское, 76 корпус 1 литер а",1962,18,2,3,802.9,59.846825,30.118733,3.0,ш. петергофское
382,"пр-кт юрия гагарина, 20 корпус 4 литер а",1963,118,6,5,5388.9,59.858444,30.341174,3.9333333333333336,пр-кт юрия гагарина
383,"пр-кт большевиков, 57 корпус 1 литер у",1963,90,6,5,4094.56,59.882997,30.486943,3.0,пр-кт большевиков
384,"серебристый б-р, 26 литер а",1976,537,15,9,26835.3,60.009494,30.281364,3.9777777777777774,серебристый б-р
385,"ул. сибирская, 16 литер а",2013,186,2,15,9876.3,59.984908,30.407442,6.2,ул. сибирская
386,"пр-кт лиговский, 83 литер а",1850,7,1,4,979.49,59.924609,30.35649,1.75,пр-кт лиговский
387,"ул. воронежская, 15-17 литер а",1916,37,1,5,1811.26,59.916568,30.347848,7.4,ул. воронежская
388,"пр-кт большой п.с., 63 литер а",1904,15,2,6,1286.8,59.96362,30.308987,1.25,пр-кт большой п.с.
389,"ул. железноводская, 44 литер а",1966,45,2,9,1976.3,59.950483,30.242413,2.5,ул. железноводская
390,"пр-кт дачный, 9 корпус 5 литер а",1966,50,5,5,2446.46,59.845261,30.24182,2.0,пр-кт дачный
391,"ул. пестеля, 23 литер а",1916,15,3,3,1071.6,59.94262,30.347156,1.6666666666666667,ул. пестеля
392,"пр-кт ветеранов, 36 корпус 2 литер а",2011,128,1,28,8743.6,59.842956,30.24756,4.571428571428571,пр-кт ветеранов
393,"пр-кт лиговский, 101 литер б",1916,8,1,4,435.0,59.922341,30.354127,2.0,пр-кт лиговский
394,"ул. большая морская, 27 литер а",1835,34,5,5,3503.51,59.933992,30.312428,1.36,ул. большая морская
395,"20-я в.о. линия, 13 литер б",1904,24,2,5,1923.53,59.933429,30.267826,2.4,20-я в.о. линия
396,"ул. партизана германа, 22 корпус 2 литер а",1970,251,7,10,13304.0,59.829405,30.17954,3.5857142857142854,ул. партизана германа
397,"9-я в.о. линия, 16 литер а",1917,23,3,5,2167.5,59.939212,30.279172,1.5333333333333334,9-я в.о. линия
398,"пр-кт северный, 91 корпус 3 литер а",1966,100,5,5,4527.03,60.015039,30.427753,4.0,пр-кт северный
399,"пр-кт 2-й муринский, 8 корпус 2 литер а",1968,45,1,9,1971.66,60.003876,30.334472,5.0,пр-кт 2-й муринский
400,"ул. алтайская, 9 литер а",1959,39,2,5,2365.9,59.847955,30.325193,3.9,ул. алтайская
401,"ул. заповедная, 43 литер а",1955,8,1,2,379.2,60.045187,30.273108,4.0,ул. заповедная
402,"пр-кт новочеркасский, 27 корпус 1 литер а",1961,64,4,5,2715.12,59.934718,30.406912,3.2,пр-кт новочеркасский
403,"ул. пушкинская, 13 литер а",1877,62,4,5,4144.7,59.928496,30.356211,3.1,ул. пушкинская
