,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,city
30788,"ул. вертолетчиков, 4 корпус 8",2019,320,5,17,14146.3,55.703266,37.947838,moscow
43028,"ул. дыбенко, 12 корпус 1 литер з",1976,295,8,9,15957.95,59.902876,30.464171,spb
34954,"ул. псковская, 16 литер а",1906,18,1,5,921.35,59.919892,30.281687,spb
35070,"ш. выборгское, 15 литер а",2012,834,9,29,51811.9,60.05295,30.311862,spb
19992,"п. десеновское, ул. дмитрия рябинкина, 11",1939,12,3,2,713.3,55.503492,37.33207,moscow
38086,"пр-кт маршала блюхера, 12 литер ад",1958,4,1,1,142.8,59.982343,30.376028,spb
7863,"старослободский пер., 4",1959,56,4,5,3261.7,55.79057,37.668148,moscow
23086,"аптекарский пер., 8/2",1976,107,1,14,5163.4,55.767924,37.676466,moscow
48527,"ул. рихарда зорге, 53",1974,144,4,9,4704.3,55.752627,49.207061,kazan
9554,"пр-кт волгоградский, 104 корпус 1",2008,136,2,18,11099.9,55.703682,37.774427,moscow
23542,"ул. кунцевская, 15",1956,36,3,5,2867.9,55.730431,37.415892,moscow
9194,"ул. матвеевская, 28 корпус 1",1972,136,4,9,7631.0,55.704783,37.465335,moscow
39310,"2-я в.о. линия, 3 литер а",1893,34,2,4,2149.38,59.939081,30.290563,spb
28801,"134а самаркандский бульвар кв-л, корпус 2",1997,164,3,16,10507.4,55.704575,37.827751,moscow
16378,"задонский проезд, 32 корпус 2",1996,416,3,17,10498.7,55.620931,37.759803,moscow
557,"куркинское, 17 корпус 9",2005,21,1,5,1580.4,55.88459,37.393362,moscow
25312,"ш. каширское, 4 корпус 3",1960,143,5,8,8717.4,55.668275,37.625774,moscow
5450,"ул. стромынка, 14 корпус 2",1961,60,3,5,2508.2,55.792807,37.692411,moscow
17261,"ул. зеленоградская, 25а",1974,98,1,14,4227.0,55.874082,37.495303,moscow
3153,"воротниковский пер., 11 строение 1",1917,25,1,5,1682.0,55.770416,37.601286,moscow
27420,"ул. верхняя масловка, 28",2009,116,1,19,10862.4,55.799168,37.559263,moscow
41988,"дор. муринская, 51 корпус 1 строение 1",2018,253,1,25,10606.7,60.031216,30.460371,spb
16364,"ул. новорязанская, 32",1963,64,2,9,2933.8,55.771418,37.668435,moscow
48275,"ул. осиновская, 31",1987,16,3,2,884.6,55.855553,48.888824,kazan
46669,"ул. черняховского, 46 литер а",1881,15,2,4,1625.8,59.921155,30.358322,spb
17605,"ул. 1-я мелитопольская, 4",1992,111,1,16,5294.0,55.539966,37.577139,moscow
3195,"ш. дмитровское, 41 корпус 2",1974,143,3,12,7217.4,55.83248,37.568713,moscow
11066,"ул. авиаторов, 18",1987,128,2,17,7048.0,55.644689,37.400099,moscow
39699,"пр-кт каменноостровский, 59 литер а",1908,42,7,7,6609.7,59.972447,30.30605,spb
10237,"отрадный проезд, 3",2007,66,1,12,3722.0,55.854208,37.607466,moscow
29872,"ул. сормовская, 17 корпус 5",1983,111,1,16,5296.0,55.704656,37.810872,moscow
48376,"ул. гудованцева, 41",1975,80,4,5,2413.0,55.873051,49.019403,kazan
37157,"ул. караваевская, 47 корпус 2 литер а",1956,12,2,2,736.0,59.82775,30.518375,spb
37119,"пр-кт обуховской обороны, 147 литер б",1917,10,1,4,781.0,59.884144,30.443447,spb
22790,"ул. чистова, 16 корпус 6",2014,120,1,16,7991.5,55.694642,37.74631,moscow
7587,"ул. люблинская, 17 корпус 2",1959,42,3,5,2393.0,55.704068,37.733132,moscow
19802,"кадомцева проезд, 21",1966,84,1,12,3613.0,55.827019,37.667384,moscow
47883,"ул. малыгина, 4 литер а",1909,6,1,3,353.03,59.951362,30.413946,spb
5452,"капельский пер., 3",1967,81,1,12,3650.0,55.784552,37.630526,moscow
35635,"ул. грота, 1-3 литер в",1934,33,4,6,2965.03,59.972604,30.292413,spb
31252,"нагатинская наб., 16 корпус 3",1976,86,1,14,3950.9,55.68057,37.651511,moscow
1293,"пр-кт университетский, 5",1957,496,14,14,37580.6,55.695824,37.551367,moscow
20869,"ул. образцова, 24",1970,141,4,9,7171.0,55.789603,37.610772,moscow
14876,"пятницкое, 45",1992,599,9,17,38282.0,55.85771,37.349264,moscow
39692,"ш. суздальское, 26 корпус 2 строение 1",2016,223,1,26,12837.0,60.058349,30.272228,spb
42185,"ул. костюшко, 30 литер а",1964,71,7,5,3169.03,59.846902,30.302295,spb
1608,"ш. дмитровское, 165е корпус 7",2009,284,4,22,14696.0,55.926585,37.544944,moscow
42132,"ул. рузовская, 3 литер а",1850,17,2,6,1537.7,59.918219,30.326495,spb
21626,"ул. советской армии, 15",1926,31,2,6,2650.0,55.791086,37.615937,moscow
47675,"реки фонтанки наб., 127 литер а",1840,82,9,8,9173.17,59.919725,30.307065,spb
4962,"ул. верхняя масловка, 27 корпус 1",1961,83,3,8,5550.0,55.79804,37.557736,moscow
35476,"пр-кт металлистов, 126 литер а",1960,60,3,5,2544.64,59.973478,30.387347,spb
43059,"ул. шотмана, 8 корпус 1 литер а",1969,134,9,5,6379.47,59.901567,30.477143,spb
46938,"ул. будапештская, 38 корпус 5 литер а",1973,167,1,14,4642.2,59.862397,30.380196,spb
45565,"пр-кт старо-петергофский, 35 литер а",1917,21,4,2,1477.86,59.903846,30.277429,spb
7332,"валдайский проезд, 7",1963,96,3,8,4018.3,55.868086,37.465658,moscow
35600,"пр-кт славы, 20 литер а",1965,134,9,5,6031.8,59.85829,30.382056,spb
4645,"ул. короленко, 8",1997,73,1,20,8816.4,55.795034,37.691728,moscow
20483,"пятницкое, 11",1991,529,8,17,34191.0,55.840866,37.383894,moscow
26096,"ул. изюмская, 22",2002,374,11,12,19885.0,55.552581,37.558364,moscow
20666,"ул. солнечногорская, 14 корпус 2",1983,111,1,16,5243.9,55.85864,37.519135,moscow
25274,"ул. зои и александра космодемьянских, 9 корпус 2",1963,32,2,5,1263.0,55.821421,37.510754,moscow
18752,"ул. донбасская, 6",1973,287,8,9,14113.0,55.594214,37.659892,moscow
21401,"ул. крылатская, 29 корпус 2",1986,326,5,17,17803.0,55.770056,37.410879,moscow
9748,"3-й дорожный проезд, 8 корпус 2",1972,185,4,12,9246.3,55.60072,37.617168,moscow
46350,"морская наб., 45 литер а",1979,328,4,16,17460.3,59.958291,30.23475,spb
24826,"ш. ленинградское, 261 строение 1",1960,28,2,2,627.3,55.794285,37.545626,moscow
2233,"ш. варшавское, 143 корпус 1",1979,127,2,16,8043.9,55.58322,37.599597,moscow
23767,"ул. 1-я новокузьминская, 10 корпус 2",1970,112,1,14,5436.0,55.715084,37.783904,moscow
47757,"пр-кт светлановский, 115 корпус 2 литер а",1971,250,7,9,12887.43,60.04304,30.404056,spb
43676,"пр-кт дачный, 25 корпус 3 литер а",1961,32,2,4,1266.3,59.837793,30.25922,spb
13901,"ул. беговая, 15",1950,84,4,6,5399.0,55.781722,37.557331,moscow
6533,"стратонавтов, 17",1962,60,3,5,2514.3,55.827585,37.42792,moscow
21434,"ул. сходненская, 23",1962,67,4,5,2867.0,55.844399,37.4387,moscow
40066,"новаторов б-р, 31 литер а",1962,70,7,5,3176.7,59.848113,30.266209,spb
3764,"ферганский проезд, 3 корпус 2",1969,287,8,9,9682.0,55.696504,37.825523,moscow
18746,"ул. красного маяка, 20 корпус 2",1977,168,3,12,9308.6,55.615731,37.581137,moscow
29365,"ул. васильевская, 9",1959,96,3,8,5554.0,55.771829,37.586383,moscow
4048,"береговой, 5а корпус 5",2017,144,1,25,7292.4,55.755348,37.510879,moscow
11456,"ул. юных ленинцев, 97 корпус 2",1960,80,4,5,3498.8,55.699111,37.779395,moscow
42594,"ул. гагаринская, 20 литер б",1860,4,1,4,676.0,59.944684,30.343914,spb
47403,"ул. захарьевская, 21 литер а",1898,9,3,4,2902.01,59.947545,30.356876,spb
11003,"ул. флотская, 68 корпус 2",2021,396,2,24,8752.1,55.856184,37.509586,moscow
45731,"ул. краснопутиловская, 57 литер а",1960,52,5,5,2435.2,59.866703,30.274168,spb
16099,"ул. болотниковская, 46 корпус 3",1965,80,4,5,3517.4,55.664654,37.585745,moscow
47548,"ул. весельная, 4 литер а",1905,141,3,6,6459.57,59.928677,30.244731,spb
20762,"ул. вересаева, 10",2000,92,1,16,6205.0,55.719156,37.444629,moscow
38755,"пр-кт ветеранов, 71 корпус 3 литер а",1968,45,1,9,1967.32,59.83919,30.228776,spb
3638,"ул. 9-я соколиной горы, 1",1964,68,1,9,2453.0,55.771064,37.729431,moscow
32521,"ул. крупской, 51 литер а",1962,60,3,5,2571.91,59.888207,30.417953,spb
45780,"ул. галерная, 44 литер а",1899,19,2,5,1295.63,59.93043,30.288047,spb
26396,"ул. толбухина, 5 корпус 3",1958,60,4,5,3196.0,55.719009,37.399596,moscow
20861,"ул. годовикова, 12 корпус 2",1962,60,3,5,2586.0,55.80744,37.632493,moscow
3040,"ул. южнобутовская, 29 корпус 1",2000,210,4,12,9448.5,55.538499,37.538467,moscow
11682,"ул. ангарская, 28 корпус 2",2001,132,3,12,7441.0,55.877688,37.521686,moscow
5722,"п. десеновское, ул. дмитрия рябинкина, 9 корпус 1",1939,12,3,2,689.2,55.504236,37.332214,moscow
28817,"страстной б-р, 4 строение 5",1899,13,3,5,1759.0,55.765037,37.60779,moscow
32305,"ул. александра матросова, 3 строение 1",2021,871,23,11,47383.2,59.978196,30.335164,spb
6315,"ул. инессы арманд, 3",1980,375,6,16,19370.0,55.592953,37.548276,moscow
47554,"ул. савушкина, 23 литер а",1948,8,1,3,619.4,59.985282,30.284535,spb
25997,"пр-кт зеленый, 39 корпус 2",1962,80,4,5,3436.8,55.753787,37.795151,moscow
33784,"черной речки наб., 49 литер а",1899,40,3,5,2997.5,59.985795,30.305232,spb
9876,"2-й южнопортовый проезд, 15",1990,174,2,22,11269.4,55.700197,37.684677,moscow
25752,"пр-кт севастопольский, 1 корпус 2",1956,20,2,5,1773.8,55.693358,37.611194,moscow
41662,"обводного канала наб., 122 литер а",1917,10,4,6,2139.6,59.908047,30.297507,spb
178,"ш. ленинградское, 38 корпус 1",1958,33,3,4,1865.9,55.83114,37.489257,moscow
24067,"ул. покровская, 23",2013,320,5,17,19194.0,55.702318,37.928174,moscow
15648,"ул. беломорская, 22",2015,130,2,17,8942.8,55.862904,37.474902,moscow
7473,"ул. хабаровская, 19 корпус 3",1970,144,4,9,7207.9,55.825386,37.821535,moscow
14072,"пр-кт буденного, 30/8",1956,246,5,9,10718.0,55.762105,37.734704,moscow
39758,"ул. брюсовская, 11 литер а",1968,100,5,5,4489.77,59.988005,30.419004,spb
23622,"2-й верхний михайловский проезд, 4",1968,163,5,9,7193.1,55.709652,37.603613,moscow
36140,"ул. ковалевская, 29 литер а",1957,8,2,2,447.2,59.978021,30.515896,spb
6764,"пр-кт севастопольский, 71",1964,78,4,5,3443.7,55.658297,37.574696,moscow
20863,"ул. гиляровского, 10 строение 3",1915,16,1,4,771.0,55.776745,37.631137,moscow
5490,"ул. 26-ти бакинских комиссаров, 12 корпус 4",1970,98,1,14,4252.0,55.662405,37.489518,moscow
40929,"ул. беринга, 24 корпус 3 литер в",1962,98,5,5,4197.28,59.941939,30.238119,spb
39978,"пр-кт лиговский, 110 литер в",1898,11,1,3,623.6,59.918728,30.355214,spb
19878,"ул. нагатинская, 4 корпус 3",2020,82,1,15,5134.1,55.680184,37.632961,moscow
13066,"ул. профсоюзная, 88/20",1969,320,10,9,15656.0,55.650043,37.529897,moscow
37457,"ул. ткачей, 4 корпус 2 литер а",2005,99,2,13,4547.4,59.894175,30.435443,spb
3010,"ул. южнобутовская, 56",2000,158,4,10,9185.0,55.537149,37.529322,moscow
28525,"ул. гамалеи, 19 корпус 1",1973,214,2,12,8754.0,55.801232,37.455346,moscow
49653,"ул. хороводная, 39",1970,98,6,5,4422.2,55.782749,49.15875,kazan
40847,"пр-кт юрия гагарина, 28 корпус 4 литер а",1968,84,1,12,4212.1,59.854571,30.344785,spb
5799,"п. сосенское, ул. александры монаховой, 99",2015,160,3,17,11179.9,55.54103,37.491476,moscow
23924,"пр-кт ленинский, 105 корпус 2",2016,128,4,12,11260.8,55.663517,37.516476,moscow
864,"ул. беловежская, 39 корпус 7",2006,104,2,14,4774.0,55.710793,37.3955,moscow
26707,"ш. дмитровское, 21 корпус 1",1960,78,4,5,3323.9,55.822407,37.571749,moscow
37958,"пр-кт королева, 69",2016,506,5,21,18045.2,60.034677,30.239682,spb
37928,"ул. гаванская, 33 литер а",1968,137,5,7,6435.33,59.93433,30.239305,spb
31534,"ул. федосеенко, 33 литер а",1961,60,3,5,2571.87,59.975464,30.398082,spb
4831,"маршала рокоссовского б-р, 28/14",1964,79,3,5,2486.0,55.815686,37.718318,moscow
45596,"ул. белы куна, 26 корпус 2 литер а",1968,70,6,9,3165.56,59.877737,30.393078,spb
38799,"ул. софьи ковалевской, 11 корпус 3 литер а",1965,100,5,5,4554.52,60.014392,30.416417,spb
37004,"пр-кт стачек, 16 литер а",1951,142,17,7,17145.0,59.896319,30.278813,spb
9296,"ул. алябьева, 1",1961,80,4,5,3535.0,55.74185,37.4872,moscow
6885,"ул. хабаровская, 19 корпус 1",1970,143,4,9,7156.5,55.825082,37.824113,moscow
49298,"ул. бутлерова, 20",1998,22,2,4,3989.0,55.786966,49.13145,kazan
750,"ул. первомайская, 64",1964,68,1,9,7901.4,55.792842,37.796184,moscow
24531,"ш. ярославское, 4 корпус 4",1972,98,1,14,4212.0,55.851055,37.681056,moscow
26513,"ул. онежская, 18",1973,192,6,9,9553.7,55.850651,37.520563,moscow
7678,"пр-кт вернадского, 65",2014,168,1,23,10138.0,55.671123,37.502902,moscow
30366,"ул. верхняя первомайская, 27",1960,80,4,5,3383.0,55.79936,37.786959,moscow
9946,"ул. твардовского, 4 корпус 1",2005,202,2,15,12035.9,55.797969,37.39099,moscow
44114,"ул. беринга, 26 корпус 1 литер а",1962,80,4,5,3459.72,59.942904,30.238568,spb
47002,"пр-кт московский, 72 литер в",1951,28,3,5,1866.4,59.906499,30.318985,spb
15096,"1-й войковский проезд, 16а",1950,12,2,2,582.0,55.816318,37.489149,moscow
10561,"ул. трофимова, 28 корпус 3",1969,78,1,13,3733.8,55.701283,37.681389,moscow
43138,"ул. радищева, 42 литер б",1860,4,2,4,176.3,59.942719,30.362805,spb
38046,"ул. бестужевская, 57 литер а",1963,100,5,5,4487.7,59.977742,30.427466,spb
7562,"ул. алабяна, 12 корпус 3",1952,49,3,7,3843.4,55.799497,37.502381,moscow
19056,"п. внуковское, ул. бориса пастернака, 27 корпус 2",2017,264,4,19,13642.2,55.635747,37.316529,moscow
16249,"1-й сетуньский, 12",1972,91,1,14,3963.0,55.732742,37.539545,moscow
13417,"ул. 1-я пугачевская, 8",1917,11,1,3,545.1,55.7947,37.730832,moscow
35252,"пр-кт стачек, 101 корпус 1 литер д",1976,143,3,12,7396.31,59.857459,30.245368,spb
43476,"ул. боровая, 23/21 литер л",1866,20,2,6,1347.34,59.918805,30.345126,spb
5679,"брюсов пер., 2/14 строение 3",1912,29,1,8,3499.7,55.757926,37.606927,moscow
35970,"пр-кт маршака, 20 строение 1",2017,162,1,1,7806.6,60.028402,30.452421,spb
21839,"романов пер., 3 строение 6",1900,32,3,5,5058.0,55.753894,37.607421,moscow
15624,"ул. артамонова, 10",1967,80,4,5,3405.6,55.719622,37.456765,moscow
797,"востряковский проезд, 21 корпус 1",1973,189,4,12,9467.5,55.575541,37.652211,moscow
12863,"ул. бестужевых, 8а",1975,287,8,9,14010.0,55.867975,37.601537,moscow
44285,"пр-кт большой в.о., 58/17 литер а",1958,65,3,7,4396.78,59.933839,30.266389,spb
26432,"сеченовский пер., 7",1907,15,2,5,1773.0,55.741029,37.595312,moscow
28081,"ул. дорожная, 24 корпус 3",1971,357,10,9,17494.3,55.599443,37.612443,moscow
12341,"ул. керченская, 16",1963,120,6,5,5182.8,55.652695,37.579376,moscow
10414,"ул. ботаническая, 10а",1958,41,3,5,2751.0,55.845274,37.586877,moscow
8734,"ул. гришина, 15",1967,79,1,12,3376.0,55.722979,37.416646,moscow
24406,"ул. академика королева, 20",1961,80,4,5,3520.0,55.82269,37.600522,moscow
30269,"ул. 2-я пугачевская, 10 корпус 1",1970,191,6,9,6330.0,55.793429,37.728721,moscow
5167,"ул. ереванская, 17 корпус 1",1966,80,4,5,3534.0,55.630812,37.674732,moscow
43501,"пр-кт большой в.о., 22 литер а",1894,25,4,4,1923.04,59.938531,30.282487,spb
40405,"пр-кт владимирский, 1/47 литер а",1909,22,11,5,3592.45,59.932175,30.346321,spb
43248,"ул. 9-я советская, 23 литер а",1990,24,1,5,1118.2,59.936846,30.376172,spb
11583,"п. новофедоровское, ул. вышгородская, 11 корпус 1",2017,15,1,3,838.7,55.497159,36.914677,moscow
32297,"пирогова пер., 10 литер а",1883,17,2,6,1388.61,59.928929,30.303175,spb
11773,"ш. хорошевское, 56",1983,136,2,17,8653.6,55.778487,37.53367,moscow
8387,"ул. донецкая, 19",1980,373,8,12,17069.0,55.648717,37.716091,moscow
15244,"крутицкая наб., 17",1962,72,1,9,2582.2,55.721311,37.659676,moscow
44134,"ул. некрасова, 40 литер а",1883,41,8,8,9844.5,59.938888,30.361404,spb
23383,"ул. стартовая, 37",1976,111,1,16,6928.0,55.885655,37.688926,moscow
18145,"ш. каширское, 59 корпус 2",1988,261,3,22,16359.9,55.637932,37.699274,moscow
8300,"ул. никулинская, 6 корпус 2",2002,216,1,25,14318.8,55.667127,37.463457,moscow
9572,"ул. люблинская, 124",1991,474,7,17,26102.4,55.644897,37.741423,moscow
7306,"ул. живописная, 34 корпус 4",1964,60,3,5,2468.6,55.793667,37.457259,moscow
10227,"ул. академика павлова, 8 корпус 1",1964,160,4,5,3411.5,55.740421,37.39709,moscow
16488,"ул. 1-я курьяновская, 6б",1961,48,3,4,2001.5,55.656976,37.705535,moscow
49994,"ул. горьковское шоссе, 14",1962,80,4,5,3237.5,55.826245,49.038358,kazan
7174,"ш. варшавское, 141 корпус 11",2016,352,5,12,18136.8,55.588415,37.601798,moscow
37573,"обводного канала наб., 127 литер а",1904,42,3,8,3456.3,59.910325,30.320899,spb
48067,"реки пряжки наб., 40 литер в",1884,13,1,4,288.62,59.921705,30.279774,spb
48067,"реки пряжки наб., 40 литер в",1884,13,1,4,288.62,59.921705,30.279774,spb
41456,"ул. малая бухарестская, 3 литер а",1982,323,5,12,18070.8,59.849862,30.410892,spb
3295,"1-й новоподмосковный пер., 4",1954,111,4,9,7221.0,55.817416,37.503379,moscow
39255,"ул. руставели, 20 литер а",1967,159,8,5,7258.0,60.006957,30.429227,spb
46027,"ш. пулковское, 22 литер а",1972,84,1,14,4452.8,59.827098,30.326199,spb
13829,"ул. шипиловская, 39 корпус 3",1979,168,3,12,9364.9,55.623864,37.736222,moscow
34190,"ул. гаванская, 12 литер а",1911,15,1,5,744.77,59.930525,30.240598,spb
4314,"3-й дорожный проезд, 10 корпус 2",1972,191,4,12,9609.9,55.600211,37.62024,moscow
11359,"путевой проезд, 40 корпус 3",1982,112,1,15,5464.0,55.878551,37.573986,moscow
42553,"27-я в.о. линия, 10 литер а",1897,27,1,5,1122.51,59.930327,30.257567,spb
13700,"пр-кт солнцевский, 5 корпус 1",1977,213,6,9,10405.0,55.650333,37.399488,moscow
47473,"ул. лени голикова, 70 литер а",1966,70,7,5,3182.9,59.838277,30.243841,spb
16505,"ул. лазо, 8 корпус 1",1960,70,4,5,2992.4,55.744054,37.771319,moscow
38036,"ул. долгоозерная, 1 литер а",1991,511,13,10,29186.3,60.012332,30.236026,spb
33735,"ул. садовая, 29 литер а",1798,21,3,5,1794.4,59.929037,30.322641,spb
11262,"ул. гурьянова, 57 корпус 2",1990,338,5,17,18668.2,55.679554,37.718112,moscow
24091,"хохловский пер., 18 строение 1",1900,9,2,4,532.8,55.757207,37.645456,moscow
36073,"пр-кт энгельса, 17 литер а",1955,63,4,5,4035.84,60.000983,30.330744,spb
10592,"ул. вавилова, 20",1960,60,3,5,2539.8,55.703525,37.581289,moscow
43636,"горелово, ш. красносельское, 56 корпус 3 литер а",2012,432,4,16,28521.7,59.795433,30.156211,spb
42067,"3-я в.о. линия, 38 литер а",1917,35,6,3,2344.6,59.945369,30.282397,spb
26034,"ул. введенского, 7",1968,98,5,5,4379.0,55.644323,37.543407,moscow
10938,"ул. адмирала лазарева, 29",2003,238,4,16,15214.0,55.545645,37.528253,moscow
22183,"ул. плеханова, 27 корпус 2",1965,80,4,5,3517.8,55.743046,37.769468,moscow
5191,"ул. академика скрябина, 28 корпус 2",1968,144,4,9,4780.4,55.705102,37.792016,moscow
27681,"ул. планерная, 3 корпус 1",1973,160,2,9,5085.3,55.860009,37.432663,moscow
20250,"ул. нагатинская, 28",1957,41,3,5,3404.2,55.677418,37.657134,moscow
17742,"2-й павелецкий проезд, 6",1966,72,1,9,2549.4,55.713182,37.642087,moscow
32660,"ул. руставели, 56 литер а",1986,101,3,10,4814.7,60.033854,30.430601,spb
48398,"ул. рихарда зорге, 1",1970,230,4,9,11140.2,55.763604,49.179285,kazan
28005,"ул. старый гай, 4 корпус 1",1976,98,1,14,2694.0,55.741521,37.82997,moscow
27444,"измайловский б-р, 9",1956,48,3,5,2924.9,55.797726,37.786644,moscow
11395,"ул. люблинская, 5 корпус 7",1969,144,4,9,7196.4,55.71622,37.732898,moscow
48125,"ул. латышских стрелков, 4",1969,90,6,5,3817.1,55.763153,49.173716,kazan
45483,"ул. большая посадская, 12 литер а",2015,223,10,9,17115.8,59.959197,30.32504,spb
5796,"ул. артамонова, 7 корпус 1",1967,48,3,5,1997.2,55.718704,37.458768,moscow
25794,"ул. черкизовская б., 26 корпус 5",1964,70,1,14,2340.6,55.796243,37.737938,moscow
19016,"ул. островитянова, 16 корпус 2",1973,143,3,12,7263.0,55.635741,37.510592,moscow
40131,"пр-кт большевиков, 67 корпус 4 литер г",1963,60,4,5,2727.05,59.879936,30.478858,spb
17006,"ул. фридриха энгельса, 43-45",1974,108,3,9,4833.4,55.775788,37.688063,moscow
34163,"пр-кт загородный, 22 литер б",1874,27,1,5,2822.6,59.925407,30.342341,spb
22395,"ул. егора абакумова, 2",1969,130,3,5,2806.0,55.878511,37.717726,moscow
15036,"ул. шатурская, 10",1966,84,1,12,3608.0,55.729174,37.765893,moscow
47922,"ш. фермское, 20 корпус 1 литер а",2013,271,1,16,17685.5,60.014185,30.311394,spb
8738,"кленовый б-р, 10 корпус 2",1967,143,4,9,6928.9,55.682351,37.671947,moscow
7251,"сеченовский пер., 9",1870,14,2,5,743.9,55.741237,37.5948,moscow
39825,"ул. шевченко, 4 литер а",1954,36,2,5,2112.58,59.929682,30.245943,spb
25066,"ул. чугунные ворота, 21 корпус 4",1975,140,4,9,4665.0,55.693688,37.806506,moscow
39805,"ул. туристская, 30 корпус 1 литер а",2011,904,10,18,36683.9,60.005036,30.21028,spb
24684,"ул. машкова, 16",1911,21,1,6,2617.0,55.763812,37.652382,moscow
31903,"ул. типанова, 9 литер а",1960,60,3,5,2552.3,59.853437,30.331193,spb
42728,"пр-кт северный, 89 корпус 1 литер а",1966,426,7,9,16657.01,60.016406,30.426037,spb
28029,"пр-кт балаклавский, 42",1965,84,1,12,3645.0,55.64759,37.575091,moscow
46263,"пр-кт клинский, 23 литер а",1917,11,1,5,636.0,59.914529,30.320719,spb
21532,"5-й подбельского проезд, 4а корпус 2",1957,50,3,5,3540.0,55.816359,37.73253,moscow
23385,"пр-кт нахимовский, 67 корпус 1",1961,63,1,8,2173.9,55.680179,37.556909,moscow
26964,"ул. дубнинская, 29 корпус 1",2002,399,7,17,22685.8,55.864596,37.565245,moscow
28570,"ул. веерная, 2",2004,176,1,23,11802.4,55.712888,37.489446,moscow
3414,"ул. байкальская, 23",1972,150,3,14,9444.4,55.817451,37.800865,moscow
40907,"ул. большая подьяческая, 14 литер б",1917,2,1,3,107.8,59.924984,30.306382,spb
41112,"пр-кт шаумяна, 52/1 литер а",1965,45,1,9,1971.8,59.925074,30.42451,spb
38666,"пр-кт космонавтов, 48 корпус 3 литер а",1964,139,7,5,5048.9,59.850143,30.357227,spb
27791,"ул. барышиха, 27",1998,135,2,17,10260.0,55.846143,37.345607,moscow
14364,"ул. святоозерская, 21",2004,253,6,12,12312.8,55.712878,37.896948,moscow
35296,"ул. руставели, 8 литер а",1968,45,1,9,1977.1,59.999885,30.43573,spb
4450,"ул. амундсена, 6 строение 1",1971,98,1,14,4234.0,55.851652,37.658365,moscow
5904,"ул. маршала соколовского, 10 корпус 1",2001,118,1,20,16074.3,55.79348,37.487029,moscow
11948,"ул. газопровод, 6г корпус 3",1936,8,2,2,529.0,55.585698,37.608041,moscow
35413,"пр-кт малоохтинский, 38 литер а",1960,60,3,5,2535.2,59.934515,30.403696,spb
29095,"пр-кт ленинградский, 44",1937,106,9,6,9447.0,55.794725,37.546794,moscow
15915,"серебрянический пер., 9",1860,48,2,10,3215.0,55.750479,37.647738,moscow
30818,"ул. адмирала лазарева, 50 корпус 2",2000,143,3,12,6703.0,55.543796,37.519593,moscow
37561,"пр-кт рыбацкий, 13 литер а",1989,118,2,12,7287.1,59.842662,30.491183,spb
37457,"ул. ткачей, 4 корпус 2 литер а",2005,99,2,13,4547.4,59.894175,30.435443,spb
6211,"ул. василисы кожиной, 8 корпус 3",1970,108,3,9,4588.0,55.737198,37.50072,moscow
30770,"ул. ереванская, 4 корпус 1",1964,60,3,5,2580.0,55.630843,37.669163,moscow
36602,"ул. кавалергардская, 21 литер а",1937,60,6,5,4592.7,59.949848,30.383314,spb
16482,"5-й капотня кв-л, 3",1980,111,1,16,5314.1,55.628683,37.79499,moscow
11696,"ул. татарская, 7 строение 1",1962,92,5,5,4145.1,55.733655,37.638835,moscow
19943,"кронштадтский б-р, 15 корпус 2",1968,96,1,12,3624.6,55.843085,37.494449,moscow
25975,"батайский проезд, 13",1980,283,8,9,13932.0,55.644089,37.716288,moscow
7609,"ул. верхняя, 14",1970,72,1,9,2805.0,55.778234,37.575298,moscow
4088,"ул. зацепский вал, 2 строение 2",1963,68,1,9,2455.6,55.733528,37.640533,moscow
33403,"пр-кт народного ополчения, 181 литер а",1968,139,7,5,6858.94,59.825977,30.214439,spb
28169,"ул. соловьиная роща, 9 корпус 1",2003,748,4,7,6949.0,55.894939,37.396335,moscow
40407,"ул. бухарестская, 35 корпус 2 литер а",1965,90,6,5,4009.43,59.863012,30.38564,spb
2957,"ул. калибровская, 24а",1960,60,3,5,2484.0,55.810486,37.619162,moscow
39406,"пр-кт бакунина, 11 литер в",1856,16,1,4,1385.29,59.930128,30.378346,spb
2220,"ш. дмитровское, 155 корпус 1",1969,160,5,9,7067.0,55.897518,37.542222,moscow
39597,"пр-кт лиговский, 158 литер а",1906,11,1,5,956.9,59.912368,30.349375,spb
9476,"ул. верхние поля, 18",1999,148,4,14,10578.0,55.664218,37.747217,moscow
39920,"ул. весельная, 7/10 литер а",1910,104,6,5,4769.76,59.930173,30.244739,spb
10386,"яна райниса б-р, 11",1964,80,4,5,3404.0,55.849165,37.434262,moscow
34097,"ул. коммуны, 51 корпус 2 литер а",1958,24,2,3,1138.3,59.960638,30.49183,spb
41647,"пр-кт шуваловский, 63 корпус 2 литер а",1996,169,4,11,8988.4,60.023601,30.222713,spb
15228,"даев пер., 8",1997,28,2,9,2687.9,55.770157,37.635997,moscow
20788,"ул. толбухина, 5 корпус 1",1955,78,4,5,5457.0,55.7191,37.401033,moscow
39550,"джамбула пер., 5 литер а",1890,16,3,3,929.0,59.925913,30.333349,spb
11849,"ул. окская, 38",1963,159,8,5,7022.0,55.715281,37.772649,moscow
24827,"ул. тихомирова, 19 корпус 1",2012,145,2,22,10204.0,55.885948,37.654466,moscow
5209,"ул. обручева, 20",1967,111,1,16,6056.0,55.658032,37.514607,moscow
