,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude
520,"ул. капитанская, 4 литер а",2004,712,13,23,54985.1,59.954773,30.214808
521,"ул. школьная, 58 литер а",1964,80,4,5,3411.8,59.986479,30.266021
522,"ул. народная, 33 литер о",1962,63,4,5,2789.66,59.88111,30.468815
523,"ул. демьяна бедного, 4 корпус 1 литер а",1972,134,9,5,6263.23,60.035985,30.378283
524,"ул. окраинная, 9 литер д",2012,56,2,7,4332.0,59.983513,30.526029
525,"пр-кт индустриальный, 35 корпус 1 литер а",1987,440,11,13,24755.9,59.954232,30.469866
526,"пр-кт добролюбова, 21а литер а",1908,30,4,5,2801.25,59.950276,30.298324
527,"пр-кт художников, 13 корпус 4 литер а",1978,110,1,16,5594.0,60.036609,30.350633
528,"ул. кавалергардская, 4 литер е",1917,13,1,4,806.65,59.943327,30.381804
529,"ул. колокольная, 10 литер а",1916,21,3,4,1551.43,59.92874,30.350965
530,"ул. черняховского, 35/7 литер а",1901,59,4,5,4540.85,59.918435,30.358152
531,"пр-кт косыгина, 13 литер а",1985,34,2,12,11716.6,59.942728,30.473064
532,"пр-кт пятилеток, 13 корпус 3 литер а",1992,78,2,10,4509.9,59.925177,30.455251
533,"ул. байконурская, 7 корпус 1 литер в",1974,216,6,9,11509.8,60.001289,30.27751
534,"пр-кт меншиковский, 15 корпус 1 литер а",1967,139,7,5,6878.48,59.996115,30.431472
535,"ул. серпуховская, 9 литер а",1891,7,1,4,398.3,59.916072,30.322138
536,"пр-кт старо-петергофский, 9б литер а",1907,10,2,5,882.3,59.913853,30.277483
537,"пр-кт невский, 95 литер а",1912,13,4,8,1939.8,59.930182,30.366479
538,"ул. ждановская, 1/2 литер а",1890,24,1,5,1358.4,59.954417,30.286655
539,"ул. невзоровой, 6 литер а",1970,89,5,5,4641.67,59.890798,30.415428
540,"ул. морской пехоты, 8 корпус 2 литер а",1975,179,5,9,6320.2,59.862519,30.246635
541,"пр-кт большой в.о., 99 литер б",1911,20,1,6,1198.51,59.927495,30.241667
542,"ул. отечественная, 4 корпус 2 литер а",1958,24,2,3,1236.1,59.959458,30.485533
543,"горелово, ул. коммунаров, 190",2014,704,9,16,35807.2,59.79522,30.161142
544,"ул. радищева, 37 литер б",1828,17,3,2,1033.4,59.941416,30.364045
545,"ул. седова, 58 литер а",1988,13,2,14,5018.0,59.884713,30.424753
546,"1-я в.о. линия, 14 литер а",1917,2,1,2,221.31,59.940389,30.29138
547,"пр-кт большеохтинский, 35 корпус 2 литер б",1952,5,2,4,1917.7,59.956683,30.41188
548,"ул. воронежская, 86 литер а",1902,25,1,5,1673.9,59.911462,30.345027
549,"ул. фурштатская, 37 литер а",1895,23,4,3,1959.2,59.944882,30.364431
550,"почтамтский пер., 2 литер а",1904,34,3,6,3203.15,59.932901,30.301387
551,"ул. большая зеленина, 13 литер а",1899,201,16,5,14046.1,59.961242,30.293051
552,"13-я в.о. линия, 58-60 литер г",1896,6,1,3,330.3,59.943638,30.266236
553,"пр-кт вознесенский, 25 литер а",1917,8,3,6,789.6,59.92612,30.307855
554,"ул. зайцева, 22/13 литер а",1959,99,7,5,6370.3,59.877064,30.271339
555,"ул. фрунзе, 23 литер а",1958,319,13,7,21036.0,59.861575,30.33034
556,"пр-кт ветеранов, 75 корпус 4 литер а",2008,95,1,18,5077.3,59.83947,30.227303
557,"пр-кт луначарского, 21 корпус 1 литер а",2004,192,3,15,12043.3,60.041094,30.339045
558,"ул. 4-я советская, 4/9 литер б",1901,15,2,5,1297.3,59.934682,30.366776
559,"пр-кт рижский, 30 литер а",1899,64,2,4,1796.2,59.913474,30.287661
560,"пр-кт московский, 172 корпус 6 литер а",1953,45,3,6,2668.7,59.8771,30.323513
561,"пр-кт большой в.о., 101 литер а",1912,70,3,6,4423.57,59.927184,30.241308
562,"ул. достоевского, 38 литер а",1894,32,4,4,2237.27,59.922724,30.346204
563,"ул. будапештская, 5 корпус 1 литер а",1973,735,20,9,33712.45,59.872954,30.364503
564,"ул. серпуховская, 22 литер а",1900,25,1,6,1281.7,59.91466,30.324366
565,"октябрьская наб., 76 корпус 1 литер а",1950,45,4,8,3547.44,59.873266,30.462671
566,"пр-кт культуры, 26 корпус 5 литер а",1973,90,6,5,4352.51,60.051661,30.375714
567,"пр-кт измайловский, 2 литер а",1799,15,15,4,2094.0,59.916654,30.30808
568,"ул. среднерогатская, 12 корпус 1 строение 1",2018,782,4,18,28560.3,59.824593,30.337419
569,"ул. днепропетровская, 63 литер а",1905,4,1,4,280.24,59.911421,30.357846
570,"реки фонтанки наб., 165 литер а",1873,34,3,5,3375.89,59.916586,30.293374
571,"пр-кт ириновский, 31/48 литер а",1985,310,4,12,16483.5,59.957976,30.477053
572,"ул. ситцевая, 3 корпус 3 литер а",1996,191,6,10,10923.6,59.999017,30.25048
573,"ул. 11-я красноармейская, 16 литер а",1917,17,2,6,1106.2,59.912093,30.301747
574,"ул. дибуновская, 4 литер а",1949,8,8,2,547.7,59.986025,30.283223
575,"ул. русановская, 18 корпус 1 строение 1",2019,835,4,25,33045.4,59.866292,30.511719
576,"ул. 5-я советская, 16 литер а",1904,29,3,6,2229.0,59.935151,30.369524
577,"ул. большая пороховская, 15 корпус 2 литер а",1959,6,1,3,313.57,59.95311,30.413461
578,"ул. ивановская, 15 литер а",1949,42,3,5,2839.43,59.875113,30.440159
579,"ул. маршала казакова, 22 корпус 2 литер а",1990,101,1,17,5499.8,59.858589,30.227007
580,"ул. гранитная, 16 литер а",1958,60,3,5,3834.66,59.920041,30.420234
581,"обводного канала наб., 53 литер а",1916,17,1,4,1442.49,59.914619,30.358601
582,"ул. счастливая, 2 литер а",1964,70,7,5,3193.7,59.846088,30.272093
583,"канала грибоедова наб., 168 литер а",1957,26,1,5,1507.23,59.918805,30.28414
584,"ул. 4-я советская, 41 литер а",1901,23,1,6,1289.4,59.931851,30.373738
585,"пр-кт ветеранов, 52 корпус 1 литер б",2002,161,5,28,16489.2,59.840221,30.240464
586,"ул. марата, 39 литер а",1881,41,4,5,3685.67,59.925209,30.351235
587,"пр-кт маршала жукова, 50 корпус 2 литер а",2007,70,3,7,4940.9,59.843042,30.212319
588,"ул. червонного казачества, 30 литер а",1961,36,1,6,1277.5,59.866034,30.273854
589,"ул. декабристов, 9 литер а",1880,22,3,7,1800.89,59.928631,30.304585
590,"2-я в.о. линия, 39/16 литер а",1917,56,5,5,4196.73,59.944436,30.284373
591,"пр-кт пискаревский, 149 литер а",1958,27,2,3,1347.6,60.00361,30.446753
592,"ул. арсенальная, 72 литер а",1917,6,1,3,240.3,59.967417,30.365859
593,"пр-кт шаумяна, 67 литер а",1960,80,4,5,3589.58,59.924208,30.422229
594,"ул. туристская, 23 корпус 1 литер а",2014,454,2,28,22061.3,60.002778,30.213074
595,"ул. кирилловская, 15/20 литер а",1903,34,3,7,2456.6,59.93594,30.383502
596,"пр-кт авиаконструкторов, 3 корпус 2 литер а",1987,463,12,10,25312.7,60.010839,30.248198
597,"ул. ланская, 6 литер а",1910,18,1,5,1111.2,59.997482,30.322902
598,"пр-кт новоизмайловский, 101 литер а",1989,194,4,7,7846.86,59.854481,30.303804
599,"пр-кт малый п.с., 47 литер а",1912,24,1,7,1564.71,59.960845,30.298423
600,"ул. чапыгина, 5 литер а",1936,71,7,6,4620.25,59.971956,30.310514
601,"ул. донская, 3 литер б",1917,9,2,5,449.7,59.942908,30.262984
602,"ул. 2-я комсомольская, 40 корпус 1 литер а",1972,208,4,9,9774.4,59.830115,30.143778
603,"сиреневый б-р, 2 корпус 1 литер а",1979,590,10,14,33113.76,60.055124,30.349052
604,"ул. турбинная, 35 корпус 2 литер а",2000,95,4,7,5044.88,59.889571,30.267305
605,"пр-кт английский, 30 литер а",1874,52,4,5,3593.8,59.923112,30.285469
606,"пр-кт энтузиастов, 46 корпус 2 литер а",1983,336,4,14,16748.0,59.953453,30.487985
607,"пр-кт ветеранов, 175 корпус 4 строение 1",2019,1297,9,13,42117.7,59.844081,30.108366
608,"пр-кт ленинский, 111 корпус 1 литер а",2007,378,5,23,21398.2,59.851413,30.242512
609,"ул. алтайская, 20/26 литер а",1958,73,5,5,4659.09,59.849722,30.33105
610,"пр-кт маршала жукова, 72 корпус 3 литер а",1969,160,8,5,6920.85,59.829848,30.196455
611,"ул. еремеева, 7 корпус 2 литер а",2016,178,2,16,9339.7,59.919513,30.43547
612,"ул. захарьевская, 23 литер б",1910,23,2,6,2460.19,59.947194,30.357658
613,"ул. васи алексеева, 30 литер а",1960,91,5,5,5656.56,59.876919,30.276684
614,"ул. манчестерская, 10 корпус 2 литер а",2004,168,2,18,15529.8,60.012107,30.333646
615,"ул. малая балканская, 46 литер а",1975,223,6,9,7681.14,59.82557,30.405511
616,"ул. савушкина, 45 литер а",1949,14,2,3,756.4,59.984521,30.275812
617,"ул. фарфоровская, 20 литер а",1930,30,4,4,2049.14,59.879164,30.433386
618,"ул. стойкости, 18 корпус 3 литер а",1977,107,3,9,5620.1,59.825809,30.208879
619,"ул. заозерная, 6 литер а",1912,133,6,6,8635.3,59.907627,30.322947
620,"пр-кт английский, 7/2 литер б",1870,15,1,4,782.3,59.92594,30.282621
621,"пр-кт лиговский, 166 литер а",1888,19,3,8,1609.91,59.911543,30.349375
622,"ул. подвойского, 33 корпус 2 литер т",1971,178,5,9,9786.02,59.915129,30.493564
623,"ул. белы куна, 10 литер а",1967,80,4,5,3522.23,59.873072,30.381517
624,"пр-кт суздальский, 105 корпус 3 литер а",1971,90,6,5,4336.58,60.043134,30.421321
625,"ул. витебская, 4 литер а",1875,8,3,3,806.34,59.920898,30.28122
626,"ул. подольская, 37 литер а",1881,23,2,4,1203.4,59.913659,30.326441
627,"ул. маршала казакова, 68 корпус 1 литер а",2012,1212,22,25,76994.4,59.865817,30.179046
628,"ул. турку, 8 корпус 3 литер а",1966,70,7,5,3173.6,59.868952,30.385479
629,"ул. сердобольская, 43 литер а",1963,234,1,5,3492.1,59.988302,30.314404
630,"ул. гороховая, 36 литер а",1813,76,9,5,6764.0,59.928379,30.322489
631,"прачечный пер., 3 литер а",1843,26,4,5,1694.4,59.929466,30.301118
632,"пр-кт чернышевского, 4 литер а",2011,46,1,10,2789.4,59.94846,30.359778
633,"поликарпова аллея, 4 корпус 1 литер а",1976,28,1,16,5755.39,60.006404,30.293096
634,"ул. композиторов, 29 корпус 3 литер а",1978,324,9,9,16587.53,60.058902,30.319372
635,"6-я в.о. линия, 23 литер а",1917,6,3,4,523.6,59.941781,30.280564
636,"ул. варшавская, 16 литер а",1959,100,5,7,6524.0,59.876698,30.313721
637,"ул. 3-я советская, 18/6 литер а",1864,8,2,2,407.2,59.932951,30.368285
638,"ул. вавиловых, 15 корпус 1 литер а",1968,216,6,9,11129.74,60.022994,30.393797
639,"ул. танкиста хрустицкого, 33 литер а",1966,70,7,5,3385.87,59.834044,30.257352
640,"ул. авангардная, 53 литер а",1970,118,6,5,5421.0,59.825475,30.183744
641,"ул. 7-я советская, 9/20 литер а",1877,60,9,6,6883.4,59.936178,30.371384
642,"пр-кт товарищеский, 3 корпус 2 литер щ",1977,148,1,16,5743.5,59.917867,30.479954
643,"ул. туристская, 4 корпус 1 литер а",2000,186,3,15,12264.5,59.986074,30.200686
644,"моравский пер., 7 корпус 1 литер а",1983,428,6,12,23172.36,59.838783,30.423801
645,"пр-кт энергетиков, 11 корпус 2 строение 1",2017,735,3,23,22123.9,59.939293,30.437024
646,"пр-кт ярославский, 17 литер б",1953,16,2,4,1211.7,60.011711,30.322399
647,"ул. бассейная, 49 литер а",1958,45,3,5,2638.0,59.863328,30.326405
648,"пр-кт стачек, 105 корпус 2 литер г",1978,84,1,16,4875.7,59.856266,30.240257
649,"ул. кораблестроителей, 23 корпус 1 литер б",1975,220,7,10,11884.47,59.94778,30.216532
650,"ул. пионерстроя, 12 литер а",1971,79,4,5,3518.9,59.839398,30.131085
651,"ул. витебская сортировочная, 14 литер а",1952,18,3,3,1229.9,59.888419,30.350732
652,"пр-кт большевиков, 77 корпус 2 литер а",1964,60,4,5,2744.61,59.874128,30.476415
653,"пр-кт каменноостровский, 65 литер а",1910,55,7,9,7054.92,59.973617,30.305573
654,"пр-кт полюстровский, 19 корпус 1 литер а",1963,100,5,5,4565.6,59.965993,30.402771
655,"ул. омская, 15 литер а",1961,60,3,5,2518.9,59.996173,30.317584
656,"ул. планерная, 73 корпус 6 литер а",1995,101,1,17,6404.2,60.027269,30.217808
657,"ул. севастьянова, 4 литер а",1954,200,9,8,13495.2,59.877619,30.327501
658,"пр-кт луначарского, 68 корпус 2 литер а",1974,208,4,9,9669.52,60.039598,30.353373
659,"ул. воронежская, 122 литер а",1900,10,1,5,963.37,59.908732,30.343096
660,"пр-кт лиговский, 44 литер а",1910,79,10,8,9193.6,59.926156,30.358933
661,"пр-кт лермонтовский, 4 литер а",1841,15,3,3,1082.7,59.92424,30.291515
662,"пр-кт невский, 140 литер а",1917,30,8,7,3151.81,59.929853,30.369012
663,"ул. народная, 47 корпус 3 литер а",1958,4,2,2,206.02,59.880726,30.476514
664,"пр-кт лермонтовский, 55 литер а",1877,43,7,4,3142.39,59.91097,30.296887
665,"пр-кт рыбацкий, 7 литер а",1924,140,1,1,7868.6,59.844108,30.488938
666,"ул. дыбенко, 12 корпус 1 литер ж",1976,159,4,9,8767.13,59.902876,30.464171
667,"пр-кт богатырский, 24 корпус 1 литер а",2008,209,3,15,12404.3,60.001077,30.249788
668,"ул. демьяна бедного, 10 корпус 2 литер а",1973,134,9,5,6286.74,60.037683,30.381023
669,"пр-кт энергетиков, 74 литер а",1969,155,1,13,6429.2,59.973311,30.434904
670,"ул. солдата корзуна, 5 корпус 3 литер а",1968,118,6,5,5338.38,59.830196,30.216721
671,"пр-кт энгельса, 134 корпус 1 литер а",1999,165,2,16,12729.71,60.048013,30.330187
672,"ул. киевская, 18 литер а",1917,3,3,3,1371.7,59.903656,30.326738
673,"ул. радищева, 8 литер а",1846,12,2,6,1147.7,59.936918,30.362302
674,"ул. кораблестроителей, 19 корпус 2 литер а",1972,216,3,12,10717.05,59.943773,30.217565
675,"пр-кт тореза, 15 литер м",1961,75,4,5,4825.09,60.002108,30.362625
676,"ул. гаванская, 30 литер а",1911,19,1,7,1083.7,59.934939,30.238173
677,"ул. хасанская, 10 корпус 2 литер а",2009,232,4,17,13015.4,59.938004,30.482802
678,"пр-кт греческий, 17 литер а",1903,18,4,7,1763.2,59.936066,30.367674
679,"пр-кт малый в.о., 6 литер а",1894,12,4,3,927.3,59.948005,30.278507
680,"пр-кт тореза, 102 литер а",1965,44,1,10,1980.5,60.018808,30.330609
681,"пр-кт энгельса, 137 литер а",1976,66,2,10,4254.1,60.050736,30.334355
682,"ул. наличная, 40 корпус 2 литер а",1974,166,2,12,9225.9,59.950965,30.230564
683,"пр-кт нарвский, 9 литер а",1903,149,2,6,4084.9,59.905326,30.272542
684,"ул. алтайская, 21 литер а",1959,110,6,5,4362.61,59.84885,30.327699
685,"ул. костюшко, 42 литер а",1964,51,5,5,2443.02,59.846644,30.30454
686,"ул. ольги форш, 7 корпус 2 литер а",1980,28,1,15,5611.91,60.037405,30.391111
687,"пр-кт каменноостровский, 45 литер г",1903,3,1,2,213.8,59.969047,30.309185
688,"ул. софьи ковалевской, 4 литер а",1972,268,5,9,12005.3,60.011986,30.409544
689,"ул. коммуны, 44 корпус 1 литер а",1981,402,11,9,22158.6,59.955674,30.494417
690,"пр-кт большой п.с., 71 литер а",1916,23,2,4,1384.7,59.964593,30.310559
691,"ул. кораблестроителей, 32 корпус 3 литер а",2005,398,10,16,28846.8,59.953358,30.214709
692,"ул. червонного казачества, 16 литер а",1961,70,7,5,3158.9,59.86532,30.270512
693,"пр-кт стачек, 220 корпус 2 литер а",1967,50,5,5,2458.56,59.845464,30.222776
694,"пр-кт английский, 26 литер а",1883,40,5,5,4876.28,59.92446,30.284247
695,"пр-кт московский, 202 корпус 5 литер а",1954,45,3,5,2704.0,59.859072,30.323091
696,"пр-кт ириновский, 41 корпус 2 литер а",1952,18,3,3,1026.3,59.960629,30.487779
697,"ул. софийская, 39 корпус 2 литер а",1966,100,5,5,4493.5,59.873202,30.401145
698,"ул. пестеля, 9 литер в",1867,23,4,4,2198.0,59.942268,30.341937
699,"ул. школьная, 76 литер а",1971,60,3,5,2549.3,59.987019,30.257846
700,"ул. вертолетная, 13 корпус 2 литер а",1985,36,2,5,1886.9,59.820105,30.28467
701,"пр-кт кима, 13 литер а",1958,75,5,5,4666.3,59.954029,30.244335
702,"ул. ковалевская, 12 корпус 2 литер а",1983,71,1,9,3230.6,59.97753,30.508009
703,"ул. руднева, 9 корпус 3 литер а",2008,191,1,25,11686.2,60.042141,30.363838
704,"ул. беломорская, 36 литер а",1957,8,2,2,444.5,59.977728,30.515591
705,"ул. зои космодемьянской, 21 литер а",1950,2,1,2,577.82,59.892879,30.263281
706,"ул. подводника кузьмина, 22 литер а",1962,50,5,5,2419.8,59.847033,30.261772
707,"пр-кт литейный, 34 литер б",1840,26,2,5,2299.0,59.939906,30.348711
708,"ул. дибуновская, 43 литер а",1964,60,4,5,2468.4,59.985858,30.265724
709,"пр-кт кондратьевский, 77 корпус 3 литер а",1968,134,9,5,6246.03,59.97939,30.399025
710,"альпийский пер., 37 корпус 1 литер а",2000,75,2,10,6352.0,59.853514,30.389386
711,"ул. караваевская, 37 литер а",1961,40,3,4,1661.3,59.829984,30.513947
712,"пр-кт металлистов, 110 литер а",1963,80,5,5,3490.47,59.970164,30.402124
713,"пр-кт дунайский, 14 корпус 1 литер а",2015,2067,13,26,89229.0,59.831955,30.333457
714,"придорожная аллея, 3 литер а",1976,251,7,9,13765.17,60.058466,30.345198
715,"саперный пер., 10 литер а",1836,45,4,6,3195.3,59.941141,30.358215
716,"ул. бадаева, 3 корпус 1 литер а",1994,239,4,12,14813.6,59.917939,30.454325
717,"ул. косинова, 14 корпус 1 литер а",1929,56,7,4,3709.2,59.896183,30.273009
718,"ул. белградская, 28 корпус 3 литер а",1964,85,5,5,4022.26,59.858304,30.366075
719,"пр-кт маршала блюхера, 50 литер а",1963,224,8,7,10101.6,59.976089,30.429092
720,"пр-кт среднегаванский, 7/8 литер а",1901,44,4,5,2838.49,59.930796,30.245207
721,"яковлевский пер., 6 литер а",1928,108,9,7,8235.0,59.874341,30.32363
722,"ул. гончарная, 18 литер а",1871,8,2,3,598.4,59.928934,30.367369
723,"ул. днепропетровская, 41 литер б",1902,8,1,4,370.93,59.91627,30.360541
724,"ул. матроса железняка, 55 литер а",1962,99,5,5,4081.9,59.999692,30.318626
725,"ульяны громовой пер., 8 литер б",1917,33,7,6,3028.7,59.934312,30.362473
726,"ул. марата, 78 литер е",1917,6,2,2,388.9,59.919757,30.342548
727,"ул. ушинского, 37 корпус 1 литер а",1977,110,1,17,5587.6,60.041611,30.415824
728,"11-я в.о. линия, 26 литер е",2013,38,3,7,2597.7,59.94028,30.274591
729,"ул. маршала новикова, 11 литер а",1986,71,2,9,4160.1,60.014697,30.271348
730,"ул. софийская, 34 корпус 1 литер а",1966,45,1,9,1985.35,59.873324,30.406778
731,"ул. промышленная, 12 литер а",1947,4,1,2,561.39,59.898593,30.270674
732,"пр-кт чкаловский, 56 литер б",1912,30,1,6,1570.8,59.96825,30.302061
733,"пр-кт средний в.о., 56 литер а",1909,10,2,6,1823.1,59.940163,30.269066
734,"ул. седова, 43 литер а",1951,3,2,3,925.0,59.886668,30.422354
735,"ул. брянцева, 14 литер а",1970,134,9,5,6323.02,60.036937,30.401855
736,"ул. 6-я советская, 6 литер а",1885,3,1,3,151.0,59.936115,30.369839
737,"ул. доблести, 17 корпус 2 литер а",2009,279,6,8,18165.8,59.860287,30.173548
738,"ул. новостроек, 31 литер а",1959,54,3,5,3189.92,59.872995,30.271698
739,"никольский пер., 4 литер а",1823,30,6,7,3117.6,59.920875,30.304334
740,"пр-кт художников, 41 литер а",1974,484,13,9,25250.25,60.05216,30.359724
741,"ул. марата, 30 литер а",1916,23,4,6,3734.56,59.926381,30.352879
742,"ул. малая посадская, 8 литер а",1955,20,1,7,1601.7,59.957967,30.321321
743,"ул. дибуновская, 21 корпус 2 литер а",1950,8,1,2,637.7,59.986146,30.276064
744,"ул. кирочная, 22 литер а",1910,30,6,5,5357.0,59.944174,30.356688
745,"ул. верности, 38 корпус 3 литер а",1966,91,6,5,2691.5,60.002445,30.425301
746,"ул. шотмана, 10 литер б",1969,134,9,5,6385.62,59.901865,30.478284
747,"ул. тельмана, 54 литер ю",1969,216,6,9,11171.17,59.893647,30.487788
748,"ул. большая пушкарская, 50 литер в",1910,20,2,6,1566.9,59.962534,30.308547
749,"ул. ленина, 40 литер а",1901,15,3,5,1155.11,59.964192,30.298863
750,"новаторов б-р, 84 корпус 2 литер а",1976,251,7,9,12578.4,59.840772,30.26417
751,"ул. орджоникидзе, 9 литер а",1961,80,4,5,3461.4,59.84358,30.329028
752,"ул. 3-я советская, 22 литер ж",1895,14,1,5,1007.2,59.932486,30.369677
753,"поликарпова аллея, 10 корпус 3 литер а",2003,217,5,11,6395.4,60.006512,30.285568
754,"ул. седова, 164 литер ж",1962,90,6,5,4140.4,59.862316,30.449097
755,"пр-кт невский, 102 литер а",1877,7,1,5,830.0,59.931936,30.35622
756,"ул. краснопутиловская, 28/20 литер а",1959,91,5,5,5508.69,59.870127,30.270863
757,"пр-кт малый п.с., 66/32 литер а",1907,55,3,6,3285.5,59.963187,30.301145
758,"ул. лени голикова, 15 литер а",1970,45,1,9,1987.2,59.845315,30.227689
759,"пр-кт среднегаванский, 2/20 литер б",1961,40,2,5,1592.04,59.930931,30.248575
760,"пр-кт литейный, 11 литер а",1873,95,6,5,7100.0,59.945125,30.348342
761,"ул. белы куна, 18 корпус 1 литер а",1971,45,1,9,1973.3,59.874431,30.383969
762,"зоологический пер., 1-3 литер а",1902,88,6,5,5530.1,59.948992,30.304495
763,"ул. большая московская, 11 литер а",1844,24,3,5,1746.4,59.92575,30.346105
764,"пр-кт московский, 173 литер а",1951,101,6,6,8400.01,59.861123,30.319416
765,"ул. караваевская, 32 корпус 1 литер а",1987,120,2,13,11889.41,59.831621,30.511557
766,"ул. софийская, 30 корпус 2 литер а",1989,156,3,14,9610.8,59.876427,30.40658
767,"ул. гороховая, 51 литер а",1806,33,6,5,2786.1,59.927026,30.323818
768,"ул. фарфоровская, 18 литер а",1930,26,4,4,1772.06,59.879335,30.434607
769,"ул. народная, 84 литер е",1962,90,6,5,4128.1,59.886063,30.483476
770,"пирогова пер., 21 литер г",1857,6,1,3,360.9,59.929123,30.300471
771,"пр-кт гражданский, 125 корпус 2 литер а",1971,90,6,5,4313.64,60.037059,30.426289
772,"ул. пограничника гарькавого, 7 корпус 2 литер а",1953,11,2,3,891.0,59.8424,30.145952
773,"ул. большая конюшенная, 7 литер а",1823,3,1,3,223.7,59.940001,30.323719
774,"ул. красного курсанта, 25 литер а",1917,26,5,6,3351.09,59.959661,30.281687
775,"ул. боровая, 8 литер з",1856,9,1,4,741.8,59.921719,30.348531
776,"ул. маринеско, 5 литер а",1953,58,2,6,4054.71,59.868781,30.265419
777,"пр-кт славы, 16 литер а",1968,303,6,9,13954.0,59.857206,30.382074
778,"ул. тюшина, 3 литер а",1882,13,2,4,1036.61,59.916974,30.350175
779,"пр-кт маршала жукова, 66 корпус 1 литер а",1969,231,4,9,11260.39,59.835419,30.199402
780,"пр-кт большой в.о., 76 литер б",1952,77,6,5,5478.27,59.930169,30.255609
781,"сиреневый б-р, 4 корпус 2 литер х",1975,251,7,9,12903.24,60.055942,30.350965
782,"ул. кирочная, 25 литер а",1798,24,3,6,2218.1,59.943679,30.36258
783,"пр-кт рыбацкий, 35 литер а",1990,60,1,16,3104.8,59.839669,30.508108
784,"петроградская наб., 26-28 литер ч",1916,13,3,5,1350.29,59.961269,30.334436
785,"ул. школьная, 5 литер а",1959,55,4,5,3408.4,59.989072,30.296923
786,"ул. орджоникидзе, 32 литер а",1961,100,5,5,4414.3,59.846011,30.333322
787,"ул. авиационная, 22 литер а",1966,80,4,5,3050.5,59.854156,30.326109
788,"ул. большая зеленина, 15 литер а",1869,30,3,5,2654.64,59.961926,30.291389
789,"пр-кт ярославский, 67 литер а",2000,116,2,11,10896.0,60.021843,30.318078
790,"пр-кт товарищеский, 12 литер а",1975,97,1,14,4583.84,59.917858,30.483476
791,"ул. садовая, 127 литер а",1879,20,1,5,1446.74,59.917312,30.283286
792,"ул. седова, 23 литер б",1964,64,4,5,2748.59,59.891909,30.415527
793,"канонерский остров, 16 литер а",1956,78,7,4,4345.79,59.900601,30.218365
794,"новаторов б-р, 73 литер а",1967,51,1,9,1792.01,59.842296,30.252456
795,"ул. солдата корзуна, 19 литер а",1968,80,4,5,3533.39,59.826243,30.221258
796,"ул. типанова, 12 литер а",1959,37,3,5,2072.51,59.851517,30.333008
797,"ул. автовская, 28/30 литер а",1960,100,5,5,4154.7,59.873875,30.274114
798,"ул. гаврская, 13 литер а",1953,15,2,3,1171.4,60.017396,30.330825
799,"ул. школьная, 50/13 литер а",1949,8,1,2,656.6,59.986736,30.271069
800,"ул. федосеенко, 27 литер а",1961,60,3,5,2588.0,59.974689,30.397273
801,"пр-кт ленинский, 69 корпус 1 литер а",1986,94,1,16,4673.5,59.858896,30.18325
802,"ул. пограничника гарькавого, 19 корпус 2 литер а",1951,9,1,3,566.3,59.839014,30.145772
803,"ул. краснопутиловская, 33 литер а",1960,50,5,5,2415.7,59.868306,30.270782
804,"ул. кавалергардская, 22 литер а",1908,16,3,6,1860.5,59.945779,30.382415
805,"новаторов б-р, 114 литер а",1959,21,2,3,1031.5,59.84126,30.248746
806,"реки мойки наб., 32 литер а",1861,28,3,6,2371.8,59.938437,30.320629
807,"пр-кт энергетиков, 24 литер а",1978,200,1,14,6410.1,59.953763,30.436054
808,"пр-кт костромской, 60 литер а",1960,60,3,5,2548.92,60.025489,30.312769
809,"ул. шелгунова, 24 литер м",1962,60,4,5,2694.49,59.86392,30.447876
810,"ул. плуталова, 22 литер а",1929,14,1,4,1236.7,59.965147,30.307244
811,"пр-кт стачек, 144 литер а",1917,6,3,3,4427.35,59.854693,30.248315
812,"ул. бассейная, 77 литер а",1963,118,6,5,3361.4,59.863658,30.344399
813,"пр-кт дачный, 29 корпус 3 литер а",1961,32,2,4,1266.8,59.837304,30.260182
814,"пр-кт маршала жукова, 48 корпус 2 литер а",2007,72,3,7,4956.6,59.84357,30.213307
815,"ш. капсюльное, 25 литер а",1932,2,2,1,476.6,59.979876,30.499618
816,"ул. 7-я советская, 8 литер а",1875,436,5,6,3298.2,59.936755,30.37089
817,"пр-кт каменноостровский, 29 литер а",1902,65,8,6,7153.1,59.964588,30.313164
818,"реки мойки наб., 104 литер а",1917,49,5,5,3260.85,59.92754,30.291901
819,"пр-кт гражданский, 73 литер а",1968,208,4,9,9637.02,60.015228,30.402744
820,"ул. гаккелевская, 22 корпус 1 литер а",2001,231,4,17,18943.2,60.00209,30.254109
821,"16-я в.о. линия, 47 литер а",1874,27,4,4,1768.9,59.940452,30.265113
822,"ул. федосеенко, 36 литер а",1961,60,3,5,2556.4,59.976053,30.395306
823,"реки фонтанки наб., 168 литер в",1907,17,1,4,357.7,59.914989,30.272201
824,"пр-кт витебский, 61 корпус 1 литер а",1965,139,7,5,6880.86,59.846513,30.364997
825,"ул. сантьяго-де-куба, 6 корпус 1 литер а",1977,215,6,9,11649.06,60.034996,30.353822
826,"ш. выборгское, 17 корпус 1 литер а",2011,569,3,26,33961.5,60.054558,30.310478
827,"ул. таллинская, 15 литер а",1959,60,3,5,2601.16,59.925002,30.417423
828,"ул. 9-я советская, 24 литер а",1886,11,1,4,845.9,59.936602,30.378023
